initial_cash,final_equity,total_return_pct,benchmark_equal_weight_return_pct,alpha_vs_equal_weight_pct,max_drawdown_pct,sharpe_ratio,trades,avg_holding_days,win_rate_pct,profit_factor,total_fees,guardrail_triggered,holding_days,stop_loss_pct,take_profit_pct,max_position_fraction,cooldown_days,max_drawdown_stop_pct,score,stop_loss_exits,take_profit_exits,time_exits
200.0,239.89734391869354,19.948671959346775,369.4617924651196,-349.5131205057728,-23.515524881358985,0.26439031346359404,80.0,74.4625,58.75,1.202421097416632,56.077737,False,90,0.0,0.2,0.2,0,0.3,3.1202469354106976,0,28,52
200.0,235.02174275460055,17.510871377300276,369.4617924651196,-351.9509210878193,-22.498844197892375,0.2523600299115609,60.0,75.91666666666667,60.0,1.2413546738226855,41.33255200000001,False,90,0.0,0.2,0.2,40,0.0,2.9768839979944213,0,21,39
200.0,235.02174275460055,17.510871377300276,369.4617924651196,-351.9509210878193,-22.498844197892375,0.2523600299115609,60.0,75.91666666666667,60.0,1.2413546738226855,41.33255200000001,False,90,0.0,0.2,0.2,40,0.3,2.9768839979944213,0,21,39
200.0,247.7931025187454,23.89655125937269,369.4617924651196,-345.5652412057469,-29.398480931008166,0.2319987258960766,78.0,90.0,52.56410256410257,1.2339130453740632,54.572654,False,90,0.0,0.0,0.2,0,0.0,2.9486230879868796,0,0,78
200.0,247.7931025187454,23.89655125937269,369.4617924651196,-345.5652412057469,-29.398480931008166,0.2319987258960766,78.0,90.0,52.56410256410257,1.2339130453740632,54.572654,False,90,0.0,0.0,0.2,0,0.3,2.9486230879868796,0,0,78
200.0,228.04131120658874,14.020655603294374,157.1937436610626,-143.1730880577682,-23.241402044861626,0.2725643015882009,33.0,103.27272727272727,63.63636363636363,1.3164828355400817,24.565315000000002,True,120,0.0,0.2,0.2,20,0.2,0.9537524973485638,0,11,22
200.0,227.42682081611633,13.713410408058158,170.19953185883435,-156.48612145077618,-23.254253221724362,0.264919162740236,40.0,120.0,55.00000000000001,1.311216417232049,24.275170000000003,True,120,0.0,0.0,0.2,0,0.2,0.41504407792512943,0,0,40
200.0,222.90761016808702,11.4538050840435,270.796332438541,-259.3425273544975,-21.04397625279382,0.18795980914342827,48.0,90.0,54.166666666666664,1.2302528662952343,23.837963000000002,True,90,0.0,0.0,0.15,40,0.2,-0.8098109240756917,0,0,48
200.0,221.2465974167252,10.623298708362604,186.29018372159337,-175.66688501323077,-20.921586350536337,0.17082246338233648,47.0,90.0,55.319148936170215,1.1933419556969413,32.92921,True,90,0.0,0.0,0.2,20,0.2,-2.157641776054942,0,0,47
200.0,214.02605203715513,7.013026018577562,170.19953185883435,-163.18650584025679,-22.338905888577898,0.1602564074633896,28.0,120.0,53.57142857142857,1.191884150117662,19.545613,True,120,0.0,0.0,0.2,40,0.2,-5.59901329726755,0,0,28
