initial_cash,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio,trades,avg_holding_days,win_rate_pct,profit_factor,total_fees,holding_days,stop_loss_pct,take_profit_pct,max_position_fraction,score,stop_loss_exits,take_profit_exits,time_exits
200.0,178.7071572674637,-10.646421366268143,-24.027633593833787,-0.21084949563518715,85.0,33.741176470588236,49.411764705882355,0.8375359892791772,44.71391200000001,90,0.08,0.12,0.15,-29.2651622152476,43,32,10
200.0,182.82477702540208,-8.587611487298963,-28.846283979044284,-0.17485826505618707,122.0,40.73770491803279,45.90163934426229,0.8685964908457056,41.943861999999996,60,0.12,0.2,0.1,-31.63653511735365,47,23,52
200.0,208.02270987555696,4.0113549377784885,-46.129340397147935,0.09042855529378942,120.0,45.025,41.66666666666667,1.0379875441167594,61.59935300000001,60,0.12,0.0,0.15,-32.07568028949867,51,0,69
200.0,173.5056562668152,-13.2471718665924,-25.69378698713144,-0.3171209616405349,123.0,33.91056910569106,37.39837398373984,0.7908610682966231,42.246643,60,0.08,0.2,0.1,-34.36553891545787,64,20,39
200.0,182.82885987960051,-8.585570060199743,-35.19113874096648,-0.06113813702908503,82.0,64.89024390243902,60.97560975609756,0.9110174875858302,57.090788,90,0.0,0.12,0.2,-35.73837607799545,0,40,42
200.0,177.20288247457125,-11.398558762714373,-32.20818647281983,-0.18722101763890722,85.0,41.27058823529412,55.294117647058826,0.84446452433428,44.698893999999996,90,0.12,0.12,0.15,-36.11732069565785,33,36,16
200.0,190.4024348088341,-4.798782595582951,-39.553111898482044,-0.012081859965753795,154.0,40.0,45.45454545454545,0.9545543838309541,78.295817,40,0.0,0.0,0.15,-38.225635450289715,0,0,154
200.0,176.87052957244495,-11.56473521377752,-31.35702404488083,-0.16729233716495887,159.0,32.484276729559745,44.65408805031446,0.8603268033276654,54.073519000000005,40,0.12,0.0,0.1,-38.25454518079981,52,0,107
200.0,182.69750488901522,-8.651247555492391,-37.863301645492975,-0.04133028982333234,121.0,37.52066115702479,33.88429752066116,0.9128978412060227,61.940070999999996,60,0.08,0.0,0.15,-39.211238133582015,68,0,53
200.0,163.56594886196905,-18.217025569015476,-25.140466872571587,-0.5117569780774998,124.0,30.524193548387096,41.12903225806452,0.6993752866408645,42.54301199999999,60,0.08,0.12,0.1,-39.422649890239846,61,34,29
200.0,169.75315227215197,-15.123423863924012,-30.541654660166373,-0.35293062315077167,124.0,36.29838709677419,50.0,0.7638195466940269,42.60475099999999,60,0.12,0.12,0.1,-40.06080467557865,46,38,40
200.0,176.63895461737067,-11.680522691314666,-34.77399764112059,-0.14033151721332765,122.0,49.64754098360656,54.09836065573771,0.8693669481823587,62.473286,60,0.0,0.12,0.15,-40.19785048124331,0,41,81
200.0,183.8742739387589,-8.062863030620548,-40.850815526486464,-0.028755864580954155,114.0,54.93859649122807,48.24561403508772,0.9334812085701665,77.539867,60,0.0,0.2,0.2,-41.33056198263457,0,23,91
200.0,166.33464818003466,-16.832675909982665,-30.200562427715816,-0.3086865621404275,159.0,30.50314465408805,45.28301886792453,0.7925751649783452,53.968172,40,0.12,0.2,0.1,-42.9886305058778,51,21,87
200.0,163.40036829499056,-18.299815852504718,-31.264351467226202,-0.2718286912349108,82.0,33.23170731707317,48.78048780487805,0.7880842276930851,56.896561999999996,90,0.08,0.12,0.2,-43.11248641445895,42,31,9
200.0,176.19132022355274,-11.904339888223635,-37.86438731719144,-0.1312685952251876,154.0,38.24025974025974,46.103896103896105,0.8845611682474629,78.153718,40,0.0,0.2,0.15,-44.40751043487989,0,19,135
